artist,title,lyrics
Drake,From Time,"What's up?
Been a minute since we kicked it, you've been caught up
With them bitches, I don't get it, you're a star, love
You shouldn't have to deal with that
I'd never make you feel like that
'Cause

[Chorus: Jhené Aiko]
I love me
I love me enough for the both of us
That's why you trust me
I know you been through more than most of us
So what are you
What are you, what are you so afraid of?
Darling, you
You give, but you cannot take love

[Verse 2: Drake]
Yeah, I needed to hear that shit, I hate when you're submissive
Passive aggressive when we're texting, I feel the distance
I look around the peers that surround me, these niggas tripping
I like when money makes a difference but don't make you different
Started realizing a couple places I could take it
I want to get back to when I was that kid in the basement
I want to take it deeper than money, pussy, vacation
And influence a generation that's lacking in patience
I've been dealing with my dad, speaking of lack of patience
Just me and my old man getting back to basics
We've been talking 'bout the future and time that we wasted
When he put that bottle down, girl, that nigga's amazing
Well, fuck it, we had a couple Coronas
We might have rolled a white paper, just something to hold us
We even talked about you and our couple of moments
He said we should hash it out like a couple of grown-ups
You a flower child, beautiful child, I'm in your zone
Looking like you came from the seventies on your own
My mother is sixty-six and her favorite line to hit me with is
""Who the fuck wants to be seventy and alone?""
You don't even know what you want from love anymore
I search for something I'm missing and disappear when I'm bored
But girl, what qualities was I looking for before?
Who you settling for? Who better for you than the boy, huh?
You might also like[Chorus: Jhené Aiko]
I love me
I love me enough for the both of us
That's why you trust me
I know you been through more than most of us
So what are you
What are you, what are you so afraid of?
Darling, you
You give, but you cannot take love
[Verse 3: Drake]
Uh, thinking 'bout Texas, back when Porscha used to work at Treasures
Or further back than that, before I had the Houston leverage
When I got Summer a Michael Kors with my momma's debit
A weak attempt at flexing, I'll never forget it
'Cause that night I played her three songs
Then we got to talking 'bout something we disagreed on
Then she start telling me how I'll never be as big as Trey Songz
Boy, was she wrong
That was just negative energy for me to feed off
Now it's therapeutic blowing money in the Galleria
Or Beverly Center Macy's where I discovered Bria
Landmarks of the muses that inspired the music
When I could tell it was sincere without tryna prove it
The one that I needed was Courtney from Hooters on Peachtree
I've always been feeling like she was the piece to complete me
Now she engaged to be married, what's the rush on commitment?
Know we were going through some shit, name a couple that isn't?
Remember our talk in the parking lot at the Ritz
Girl, I felt like we had it all planned out
I guess I fucked up the vision
Learning the true consequences of my selfish decisions
When you find out how I'm living, I just hope I'm forgiven
It seem like you don't want this love anymore
I'm acting out in the open, it's hard for you to ignore
But girl, what qualities was I looking for before?
Who you settling for? Who better for you than the boy, huh?
[Chorus: Jhené Aiko]
I love me
I love me enough for the both of us
That's why you trust me
I know you been through more than most of us
So what are you
What are you, what are you so afraid of?
Darling, you
You give, but you cannot take love

[Outro: Baka Not Nice]
Been Baka aka Not Nice from time, G
Been a East Side ting
Scarborough ting from time, G
Been have up di ting dem from time, G
So I don't know what's wrong with these
Little wasteman out here, eh?
Y'all need to know yourself576Embed"
Beyonce,Drunk in Love,"I've been drinkin', I've been drinkin'
I get filthy when that liquor get into me
I've been thinkin', I've been thinkin'
Why can't I keep my fingers off it?
Baby, I want you, na-na
Why can't I keep my fingers off you?
Baby, I want you, na-na
Cigars on ice, cigars on ice
Feelin' like an animal with these cameras all in my grill
Flashin' lights, flashin' lights
You got me faded, faded, faded
Baby, I want you, na-na
Can't keep your eyes off my fatty
Daddy, I want you, na-na
Drunk in love, I want you (Ah)
[Pre-Chorus: Beyoncé]
We woke up in the kitchen, sayin', ""How the hell did this shit happen?"", oh baby
Drunk in love, we be all night
Last thing I remember is our beautiful bodies grindin' up in that club
Drunk in love
[Chorus: Beyoncé]
We be all night
Love, love
We be all night
Love, love
You might also like[Verse 2: Beyoncé]
We be all night, and everything alright
No complaints from my body, so fluorescent under these lights
Boy, I'm drinkin', park it in my lot, 7-11
I'm rubbin' on it, rub-rubbin', if you scared, call that reverend
Boy, I'm drinkin', get my brain right, Armand de Brignac, gangster wife
Louis sheets, he sweat it out, like washrags, he wet it up
Boy, I'm drinkin', I'm singin' on the mic to my boy toys
Then I fill the tub up halfway, then ride it with my surfboard
Surfboard, surfboard
Grainin' on that wood, grainin'-grainin' on that wood
I'm swervin' on that, swervin'-swervin' on that
Big body been servin' all this, swerve, surfin' all in this good-good (Hahaha)
[Pre-Chorus: Beyoncé]
We woke up in the kitchen, sayin', ""How the hell did this shit happen?"", oh baby
Drunk in love, we be all night
Last thing I remember is our beautiful bodies grindin' up in that club
Drunk in love
[Chorus: Beyoncé & JAY-Z]
We be all night
Love, love
We be all night
Love, love (I'm nice right now, hold up)
[Verse 3: JAY-Z]
That D'USSÉ is the shit, if I do say so myself
If I do say so myself, if I do say so myself
Hold up, stumble all in the house, time to back up all of that mouth
That you had all in the car, talkin' 'bout you the baddest bitch thus far
Talkin' 'bout you be reppin' that Third, I wanna see all the shit that I heard
Know I sling Clint Eastwood, hope you can handle this curve, uh
Foreplay in a foyer, fucked up my Warhol
Slid the panties right to the side, ain't got the time to take drawers off
On sight
Catch a charge, I might
Beat the box up like Mike in '97, I bite
I'm Ike Turner, turn up, baby, no, I don't play
""Now eat the cake, Anna Mae,"" said, ""Eat the cake, Anna Mae""
I'm nice
For y'all to reach these heights
You gon' need G3, 4, 5, 6 flights
Sleep tight
We sex again in the mornin'
Your breasteses is my breakfast, we goin' in

[Chorus: Beyoncé, Beyoncé & JAY-Z]
We be all night
Love, love
We be all night
Love, love
[Bridge: Beyoncé]
I'm never tired, never tired
I been sippin', that's the only thing that's keepin' me on fire, we on fire
Didn't mean to spill that liquor all on my attire
I've been drinkin' watermelon
I want your body right here
Daddy, I want you right now
Can't keep your eyes off my fatty
Daddy, I want you
[Chorus: Beyoncé]
We be all night
Love, love
We be all night
Love, love3.2KEmbed"
Beyonce,Formation,"What happened at the New Wil'ins?
Bitch, I'm back by popular demand

[Refrain: Beyoncé]
Y'all haters corny with that Illuminati mess
Paparazzi, catch my fly and my cocky fresh
I'm so reckless when I rock my Givenchy dress (Stylin')
I'm so possessive so I rock his Roc necklaces
My daddy Alabama, momma Louisiana
You mix that negro with that Creole, make a Texas bama
I like my baby heir with baby hair and afros
I like my negro nose with Jackson Five nostrils
Earned all this money, but they never take the country out me
I got hot sauce in my bag, swag
[Interlude: Messy Mya & Big Freedia]
Oh yeah, baby, oh yeah, I, oh, oh yes, I like that
I did not come to play with you hoes, haha
I came to slay, bitch
I like cornbreads and collard greens, bitch
Oh yes, you besta believe it
[Refrain: Beyoncé]
Y'all haters corny with that lluminati mess
Paparazzi, catch my fly and my cocky fresh
I'm so reckless when I rock my Givenchy dress (Stylin')
I'm so possessive so I rock his Roc necklaces
My daddy Alabama, momma Louisiana
You mix that negro with that Creole, make a Texas bama
I like my baby heir with baby hair and afros
I like my negro nose with Jackson Five nostrils
Earned all this money but they never take the country out me
I got hot sauce in my bag, swag
You might also like[Chorus: Beyoncé]
I see it, I want it, I stunt; yellow bone-it
I dream it, I work hard, I grind 'til I own it
I twirl on them haters, albino alligators
El Camino with the seat low, sippin' Cuervo with no chaser
Sometimes I go off (I go off), I go hard (I go hard)
Get what's mine (Take what's mine), I'm a star (I'm a star)
'Cause I slay (Slay), I slay (Hey), I slay (Okay), I slay (Okay)
All day (Okay), I slay (Okay), I slay (Okay), I slay (Okay)
We gon' slay (Slay), gon' slay (Okay), we slay (Okay), I slay (Okay)
I slay (Okay), okay (Okay), I slay (Okay), okay, okay, okay, okay
Okay, okay, ladies, now let's get in formation, 'cause I slay
Okay, ladies, now let's get in formation, 'cause I slay
Prove to me you got some coordination, 'cause I slay
Slay trick, or you get eliminated

[Verse: Beyoncé]
When he fuck me good, I take his ass to Red Lobster, 'cause I slay
When he fuck me good, I take his ass to Red Lobster, we gon' slay
If he hit it right, I might take him on a flight on my chopper, I slay
Drop him off at the mall, let him buy some J's, let him shop up, 'cause I slay
I might get your song played on the radio station, 'cause I slay
I might get your song played on the radio station, 'cause I slay
You just might be a black Bill Gates in the making, 'cause I slay
I just might be a black Bill Gates in the making
[Chorus: Beyoncé]
I see it, I want it, I stunt; yellow bone-it
I dream it, I work hard, I grind 'til I own it
I twirl on my haters, albino alligators (Twirl)
El Camino with the seat low, sippin' Cuervo with no chaser
Sometimes I go off (I go off), I go hard (I go hard)
Take what's mine (Take what's mine), I'm a star (I'm a star)
'Cause I slay (Slay), I slay (Hey), I slay (Okay), I slay (Okay)
I slay (Okay), I slay (Okay), I slay (Okay), I slay (Okay)
We gon' slay (Slay), gon' slay (Okay), we slay (Okay), I slay (Okay)
I slay (Okay), okay (Okay), I slay (Okay), okay, okay, okay, okay
Okay, okay, ladies, now let's get in formation, I slay
Okay, ladies, now let's get in formation, 'cause I slay
Prove to me you got some coordination, 'cause I slay
Slay trick, or you get eliminated, I slay

[Bridge: Beyoncé]
Okay, ladies, now let's get in formation, I slay
Okay, ladies, now let's get in formation
You know you that bitch when you cause all this conversation
Always stay gracious, best revenge is your paper

[Outro]
Girl, I hear some thunder
Golly, look at that water, boy, oh Lord235Embed"
Beyonce,Partition,"Let me hear you say, ""Hey, Ms. Carter!"" (Hey, Ms. Carter!)
Say, ""Hey, Ms. Carter!"" (Hey, Ms. Carter!)
Give me somethin'

[Verse 1]
See me up in the club with fifty-'leven girls
Posted in the back, diamond fangs in my grill
Brooklyn brim with my eyes sittin' low
Every boy in here with me got that smoke
And every girl in here got to look me up and down
All on Instagram, cake by the pound
Circulate the image every time I come around
G's up, tell me how I'm lookin', babe

[Bridge]
Boy, this all for you, just walk my way
Just tell me how it's lookin', babe
Just tell me how it's lookin', babe (How it's lookin', babe)
I do this all for you, baby, just take aim
And tell me how it's lookin', babe (How it's lookin', babe)
Tell me how it's lookin', babe, lookin', babe

[Verse 2]
Drop the bass, mane, the bass get lower
Radio say, ""Speed it up,"" I just go slower
High like treble, pumpin' on the mids
The man ain't ever seen a booty like this
And why you think you keep my name rollin' off the tongue?
'Cause when he wanna smash, I'll just write another one
I sneezed on the beat and the beat got sicker
Yoncé all on his mouth like liquor
You might also like[Refrain]
Yoncé all on his mouth like liquor
Yoncé all on his mouth like liquor
Yoncé all on his mouth like liquor
Like, like liquor, like, like, like liquor
Yoncé all on his mouth like liquor
Yoncé all on his mouth like liquor
Yoncé all on his mouth like liquor
Like, like liquor, like, like, like liquor

[Outro]
Beyoncé, Beyoncé?
Are you happy to be in Paris? Are you happy to be in Paris?
Beyoncé, Beyoncé? Beyoncé!
[Part II: ""Partition""]

[Intro]
(Drum)

[Verse 1]
Driver, roll up the partition, please
Driver, roll up the partition, please
I don't need you seein' 'Yoncé on her knees
Took forty-five minutes to get all dressed up
We ain't even gonna make it to this club
Now my mascara runnin', red lipstick smudged
Oh, he so horny, yeah, he want to fuck
He popped all my buttons and he ripped my blouse
He Monica Lewinsky'd all on my gown
[Pre-Chorus]
Oh, there, daddy, daddy didn't bring the towel
Oh, baby, baby, we better slow it down
Took forty-five minutes to get all dressed up
And we ain't even gon' make it to this club

[Chorus]
Take all of me
I just wanna be the girl you like
The kind of girl you like
Take all of me
I just wanna be the girl you like
The kind of girl you like is right here with me

[Verse 2]
Driver, roll up the partition fast (Hey)
Driver, roll up the partition fast
Over there, I swear I saw them cameras flash
Handprints and footprints on my glass
Handprints and good grips all on my ass
Private show with the music blastin'
He like to call me ""Peaches"" when we get this nasty
Red wine drip, we'll talk that trash
Chauffeur eavesdroppin', tryin' not to crash

[Pre-Chorus]
Oh, there, daddy, daddy, now you rip my fur
Oh, baby, baby be sweatin' off my hair
Took forty-five minutes to get all dressed up
And we ain't even gonna make it to this club
[Chorus]
Take all of me
I just wanna be the girl you like
The kind of girl you like
Take all of me
I just wanna be the girl you like
The kind of girl you like is right here with me (Hello)

[Bridge]
Est-ce que tu aimes le sexe?
Le sexe, je veux dire: l'activité physique, le coït. Tu aimes ça ?
Tu ne t'intéresses pas au sexe ?
Les hommes pensent que les féministes détestent le sexe, mais c'est une activité très stimulante et naturelle que les femmes adorent

[Chorus]
Take all of me
I just wanna be the girl you like
The kind of girl you like
Take all of me
I just wanna be the girl you like
The kind of girl you like is right here with me (Hello)

[Outro]
Bzz-bzz-bzz-bzz-bzz-bzzwop704Embed"
Beyonce,Halo,"Remember those walls I built?
Well, baby, they're tumblin' down
And they didn't even put up a fight
They didn't even make a sound
I found a way to let you in
But I never really had a doubt
Standin' in the light of your halo
I got my angel now

[Pre-Chorus]
It's like I've been awakened
Every rule, I had you breakin'
It's the risk that I'm takin'
I ain't ever gonna shut you out

[Chorus]
Everywhere I'm lookin' now
I'm surrounded by your embrace
Baby, I can see your halo
You know you're my savin' grace
You're everything I need and more
It's written all over your face
Baby, I can feel your halo
Pray it won't fade away
You might also like[Post-Chorus]
I can feel your halo, halo, halo
I can see your halo, halo, halo
I can feel your halo, halo, halo
I can see your halo, halo, halo, ooh

[Verse 2]
Hit me like a ray of sun
Burnin' through my darkest night
You're the only one that I want
Think I'm addicted to your light
I swore I'd never fall again
But this don't even feel like fallin'
Gravity can't begin
To pull me back to the ground again

[Pre-Chorus]
It's like I've been awakened
Every rule, I had you breakin'
The risk that I'm takin'
I'm never gonna shut you out

[Chorus]
Everywhere I'm lookin' now
I'm surrounded by your embrace
Baby, I can see your halo
You know you're my savin' grace
You're everything I need and more
It's written all over your face
Baby, I can feel your halo
Pray it won't fade away
[Post-Chorus]
I can feel your halo, halo, halo
I can see your halo, halo, halo
I can feel your halo, halo, halo
I can see your halo, halo, halo, ooh
I can feel your halo, halo, halo
I can see your halo, halo, halo
I can feel your halo, halo, halo
I can see your halo, halo, halo, ooh

[Bridge]
Halo, ooh
Halo, ooh
Ooh

[Chorus]
Everywhere I'm lookin' now
I'm surrounded by your embrace
Baby, I can see your halo
You know you're my savin' grace
You're everything I need and more
It's written all over your face
Baby, I can feel your halo
Pray it won't fade away

[Post-Chorus]
I can feel your halo, halo, halo
I can see your halo, halo, halo
I can feel your halo, halo, halo
I can see your halo, halo, halo, ooh
I can feel your halo, halo, halo
I can see your halo, halo, halo
I can feel your halo, halo, halo
I can see your halo, halo, halo, ooh158Embed"
Beyonce,If I Were a Boy,"If I were a boy
Even just for a day
I'd roll out of bed in the mornin'
And throw on what I wanted, then go
Drink beer with the guys
And chase after girls
I'd kick it with who I wanted
And I'd never get confronted for it
'Cause they'd stick up for me

[Chorus]
If I were a boy
I think I could understand
How it feels to love a girl
I swear I'd be a better man
I'd listen to her
'Cause I know how it hurts
When you lose the one you wanted
'Cause he's taken you for granted
And everything you had got destroyed

[Verse 2]
If I were a boy
I would turn off my phone
Tell everyone it's broken
So they'd think that I was sleepin' alone
I'd put myself first
And make the rules as I go
'Cause I know that she'd be faithful
Waitin' for me to come home
To come home
You might also like[Chorus]
If I were a boy
I think I could understand, oh-ooh
How it feels to love a girl
I swear I'd be a better man
I'd listen to her
'Cause I know how it hurts
When you lose the one you wanted (Wanted)
'Cause he's taken you for granted (Granted)
And everything you had got destroyed

[Bridge]
It's a little too late for you to come back
Say it's just a mistake, think I'd forgive you like that
If you thought I would wait for you
You thought wrong

[Chorus]
But you're just a boy
You don't understand (Yeah, you don't understand, oh)
How it feels to love a girl
Someday, you'll wish you were a better man
You don't listen to her
You don't care how it hurts
Until you lose the one you wanted
'Cause you've taken her for granted
And everything you have got destroyed
[Outro]
But you're just a boy69Embed"
Beyonce,Girls Love Beyoncé,"Look, I know girls love Beyoncé
Girls love to fuck with your conscience
Girls hate when niggas go missing
And shawty you ain't no different
These days it's hard to meet women
Feel like my love life is finished
I've been avoiding commitment
That's why I'm in this position
I'm scared to let somebody in on this
No new friends, no, no, no
You know how this shit go
You got your fair share of admirers that call your phone
You try to act like it's just me, but I am not alone
But if you're alone, then
[Chorus: James Fauntleroy, James Fauntleroy & Drake]
Say my name, say my name
When no one is around you
Say, ""Baby, I love you""
If you ain't running games
Say my name, say my name
You actin' kinda shady, baby
Why the sudden change?
Say my name
Say my name
Say my name
Say my name, say my name
If no one is around you
You might also like[Verse 2: Drake]
Yeah, uh
Say my name, say my name
'Cause those other men are practice
And this ain't no time for actin'
And this ain't no time for games
And this ain't no time for uncertainty
And this ain't no time for locking your phone and not coming home
And startin' some shit when I'm in the zone
This is why I've been saying
No new friends, no, no, no
You know how this shit goes
This is not four years ago
Time escapes me
Now forget how it felt when this shit move slow
I come through in whips that make a young boy take the long way home
All my young boys 'round me saying, ""Get money and fuck these hoes""
Where we learn these values? I do not know what to tell you
I'm just trying to find a reason not to go out every evening
I need someone that'll help me think of someone besides myself
I need someone I leave through the front door with
'Cause we don't wanna hide no more
Plus you're not shy no more
Neither of us wanna play the side no more
No, I'm not alone
Even though nothing was the same
Let me get your ass alone
Let me make you say my name
Say my name
[Chorus: James Fauntleroy]
Say my name, say my name
When no one is around you
Say, ""Baby, I love you""
If you ain't running games
Say my name, say my name
You actin' kinda shady, baby
Why the sudden change?
Say my name
Say my name
Say my name
Say my name, say my name
If no one is around you243Embed"
Beyonce,Perfect Duet,"I found a love for me
Oh, darling, just dive right in and follow my lead
Well, I found a girl beautiful and sweet
Oh, I never knew you were the someone waitin' for me

[Pre-Chorus: Ed Sheeran]
'Cause we were just kids when we fell in love
Not knowin' what it was
I will not give you up this time
But, darling, just kiss me slow
Your heart is all I own
And in your eyes, you're holding mine

[Chorus: Ed Sheeran]
Baby, I'm dancin' in the dark with you between my arms
Barefoot on the grass while listenin' to our favourite song
When you said you looked a mess, I whispered underneath my breath
But you heard it, darling, you look perfect tonight

[Verse 2: Beyoncé]
Well, I found a man stronger than anyone I know
He shares my dreams, I hope that someday we'll share a home
I found a love to carry more than just my secrets
To carry love, to carry children of our own
You might also like[Pre-Chorus: Beyoncé]
We are still kids, but we're so in love
Fighting against all odds
I know we'll be alright this time
Darling, just hold my hand
Be your girl, you'll be my man
And I see my future in your eyes

[Chorus: Beyoncé, Ed Sheeran, Both]
Well, baby, I'm dancin' in the dark with you between my arms
Barefoot on the grass while listenin' to our favorite song
When I saw you in that dress looking so beautiful
I don't deserve this, darling, you look perfect tonight

[Bridge: Beyoncé, Ed Sheeran, Both]
Ah, no, no, no
Ah-ah-oh

[Chorus: Both, Ed Sheeran, Beyoncé]
Baby, I'm dancin' in the dark with you between my arms
Oh, barefoot on the grass while listenin' to our favorite song
I have faith in what I see
Now, I know I have met an angel in person
And she (He) looks perfect
No, I don't deserve this, you look perfect tonight49Embed"
Beyonce,Hold Up,"Hold up, they don't love you like I love you
Slow down, they don't love you like I love you
Back up, they don't love you like I love you
Step down, they don't love you like I love you
Can't you see there's no other man above you?
What a wicked way to treat the girl that loves you
Hold up, they don't love you like I love you
Oh, down, they don't love you like I love you

[Verse 1]
Something don't feel right because it ain't right
Especially comin' up after midnight
I smell your secrets, and I'm not too perfect
To ever feel this worthless
How did it come down to this? Scrolling through your call list
I don't wanna lose my pride, but I'ma fuck me up a bitch
Know that I kept it sexy, you know I kept it fun
There's something that I'm missing, maybe my head for one
[Refrain]
What's worst, lookin' jealous or crazy? Jealous or crazy?
Or like being walked all over lately, walked all over lately
I'd rather be crazy

[Chorus]
Hold up, they don't love you like I love you
Slow down, they don't love you like I love you
Back up, they don't love you like I love you
Step down, they don't love you like I love you
Can't you see there's no other man above you?
What a wicked way to treat the girl that loves you
Hold up, they don't love you like I love you
Slow down, they don't love you like I love you
You might also like[Verse 2]
Let's imagine for a moment that you never made a name for yourself
Or mastered wealth, they had you labeled as a king
Never made it out the cage, still out there movin' in them streets
Never had the baddest woman in the game up in your sheets
Would they be down to ride? No
They used to hide from you, lie to you
But y'all know we were made for each other
So I find you and hold you down
Me sing se

[Chorus]
Hold up, they don't love you like I love you
Slow down, they don't love you like I love you
Back up, they don't love you like I love you
Step down, they don't love you like I love you
Can't you see there's no other man above you?
What a wicked way to treat the girl that loves you
Hold up, they don't love you like I love you
Slow down, they don't love you like I love you

[Bridge]
Hey, this such a shame
You let this good love go to waste
I always keep the top tier, five-star
Backseat lovin' in the car
Like make that wood, like make that wood
Holly like a boulevard
[Refrain]
What's worse, lookin' jealous or crazy? Jealous and crazy?
Or like being walked all over lately, walked all over lately
I'd rather be crazy

[Chorus]
Hold up, they don't love you like I love you
Slow down, they don't love you like I love you
Back up, they don't love you like I love you
Step down, they don't love you like I love you
Can't you see there's no other man above you?
What a wicked way to treat the girl that loves you
Hold up, they don't love you like I love you
Oh, down, they don't love you like I love you

[Outro]
I hop up out my bed and get my swag on
I look in the mirror, say, ""What's up?""
What's up, what's up, what's up
I hop up out my bed and get my swag on
I look in the mirror, say, ""What's up?""
What's up, what's up, what's up101Embed"
Ed Sheeran,Shape of You,"A club isn't the best place to find a lover
So the bar is where I go (Mm)
Me and my friends at the table doin' shots
Drinkin' fast and then we talk slow (Mm)
And you come over and start up a conversation with just me
And trust me, I'll give it a chance now (Mm)
Take my hand, stop, put Van the Man on the jukebox
And then we start to dance and now I'm singin' like

[Pre-Chorus]
Girl, you know I want your love
Your love was handmade for somebody like me
Well, come on now, follow my lead
I may be crazy, don't mind me
Say, ""Boy, let's not talk too much""
Grab on my waist and put that body on me
Well, come on now, follow my lead
Come, come on now, follow my lead, mm

[Chorus]
I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is fallin' too
I'm in love with your body
And last night, you were in my room
And now my bed sheets smell like you
Every day, discoverin' somethin' brand new
Well, I'm in love with your body
See Ed Sheeran LiveGet tickets as low as $109You might also like[Post-Chorus]
Oh, I, oh, I, oh, I, oh, I
Well, I'm in love with your body
Oh, I, oh, I, oh, I, oh, I
Well, I'm in love with your body
Oh, I, oh, I, oh, I, oh, I
Well, I'm in love with your body
Every day, discoverin' somethin' brand new
I'm in love with the shape of you

[Verse 2]
One week in, we let the story begin
We're goin' out on our first date (Mm)
You and me are thrifty, so go all-you-can-eat
Fill up your bag and I fill up a plate (Mm)
We talk for hours and hours about the sweet and the sour
And how your family is doin' okay (Mm)
And leave and get in a taxi, and kiss in the back seat
Tell the driver make the radio play and I'm singin' like

[Pre-Chorus]
Girl, you know I want your love
Your love was handmade for somebody like me
Well, come on now, follow my lead
I may be crazy, don't mind me
Say, ""Boy, let's not talk too much""
Grab on my waist and put that body on me
Well, come on now, follow my lead
Come, come on now, follow my lead, mm
[Chorus]
I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is fallin' too
I'm in love with your body
And last night, you were in my room
And now my bed sheets smell like you
Every day, discoverin' somethin' brand new
Well, I'm in love with your body

[Post-Chorus]
Oh, I, oh, I, oh, I, oh, I
Well, I'm in love with your body
Oh, I, oh, I, oh, I, oh, I
Well, I'm in love with your body
Oh, I, oh, I, oh, I, oh, I
Well, I'm in love with your body
Every day, discoverin' somethin' brand new
I'm in love with the shape of you

[Bridge]
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
[Chorus]
I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is fallin' too
I'm in love with your body
And last night, you were in my room
And now my bed sheets smell like you
Every day, discoverin' somethin' brand new
Well, I'm in love with your body

[Outro]
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with your body
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with your body
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with your body
Every day, discoverin' somethin' brand new
I'm in love with the shape of you409Embed"
Ed Sheeran,Perfect,"I found a love for me
Oh, darlin', just dive right in and follow my lead
Well, I found a girl, beautiful and sweet
Oh, I never knew you were the someone waitin' for me

[Pre-Chorus]
'Cause we were just kids when we fell in love
Not knowin' what it was
I will not give you up this time
But, darlin', just kiss me slow
Your heart is all I own
And in your eyes, you're holdin' mine

[Chorus]
Baby, I'm dancin' in the dark with you between my arms
Barefoot on the grass while listenin' to our favourite song
When you said you looked a mess, I whispered underneath my breath
But you heard it, ""Darlin', you look perfect tonight""

[Verse 2]
Well, I found a woman stronger than anyone I know
She shares my dreams, I hope that, someday, I'll share her home
I found a love to carry more than just my secrets
To carry love, to carry children of our own
See Ed Sheeran LiveGet tickets as low as $109You might also like[Pre-Chorus]
We are still kids, but we're so in love
Fightin' against all odds
I know we'll be alright this time
Darlin', just hold my hand
Be my girl, I'll be your man
I see my future in your eyes

[Chorus]
Baby, I'm dancin' in the dark with you between my arms
Barefoot on the grass while listenin' to our favourite song
When I saw you in that dress, lookin' so beautiful
I don't deserve this, darlin', you look perfect tonight

[Bridge]
No, no, no
Mm, no, no

[Chorus]
Baby, I'm dancin' in the dark with you between my arms
We're barefoot on the grass, oh, listenin' to our favourite song
I have faith in what I see, now I know I have met
An angel in person and she looks perfect
I don't deserve this, you look perfect tonight265Embed"
Ed Sheeran,Castle On The Hill,"When I was six years old, I broke my leg
I was runnin' from my brother and his friends
And tasted the sweet perfume of the mountain grass I rolled down
I was younger then, take me back to when I

[Pre-Chorus]
Found my heart and broke it here
Made friends and lost them through the years
And I've not seen the roaring fields in so long, I know I've grown
But I can't wait to go home

[Chorus]
I'm on my way
Drivin' at ninety down those country lanes
Singin' to ""Tiny Dancer""
And I miss the way you make me feel and it's real
We watched the sunset over the castle on the hill

[Verse 2]
Fifteen years old and smoking hand-rolled cigarettes
Runnin' from the law through the backfields and gettin' drunk with my friends
Had my first kiss on a Friday night, I don't reckon that I did it right
But I was younger then, take me back to when

[Pre-Chorus]
We found weekend jobs, when we got paid
We'd buy cheap spirits and drink them straight
Me and my friends have not thrown up in so long, oh, how we've grown
But I can't wait to go home
See Ed Sheeran LiveGet tickets as low as $109You might also like[Chorus]
I'm on my way
Drivin' at ninety down those country lanes
Singin' to ""Tiny Dancer""
And I miss the way you make me feel and it's real
We watched the sunset over the castle on the hill
Over the castle on the hill
Over the castle on the hill

[Bridge]
One friend left to sell clothes
One works down by the coast
One had two kids but lives alone
One's brother overdosed
One's already on his second wife
One's just barely gettin' by
But these people raised me
And I can't wait to go home

[Chorus]
And I'm on my way, I still remember
These old country lanes
When we did not know the answers
And I miss the way you make me feel and it's real
We watched the sunset over the castle on the hill
Over the castle on the hill
Over the castle on the hill91Embed"
Ed Sheeran,Thinking Out Loud,"When your legs don't work like they used to before
And I can't sweep you off of your feet
Will your mouth still remember the taste of my love?
Will your eyes still smile from your cheeks?
And darlin', I will be lovin' you till we're seventy
And baby, my heart could still fall as hard at twenty-three

[Pre-Chorus]
And I'm thinkin' 'bout how
People fall in love in mysterious ways
Maybe just the touch of a hand
Well, me, I fall in love with you every single day
And I just wanna tell you I am

[Chorus]
So honey, now, take me into your lovin' arms
Kiss me under the light of a thousand stars
And place your head on my beatin' heart, I'm thinkin' out loud
Maybe we found love right where we are

[Verse 2]
When my hair's all but gone and my memory fades
And the crowds don't remember my name
When my hands don't play the strings the same way, mmm
I know you will still love me the same
'Cause, honey, your soul could never grow old, it's evergreen
And baby, your smile's forever in my mind and memory
See Ed Sheeran LiveGet tickets as low as $109You might also like[Pre-Chorus]
I'm thinkin' 'bout how
People fall in love in mysterious ways
And maybe it's all part of a plan
Oh, I'll just keep on makin' the same mistakes
Hoping that you'll understand

[Chorus]
That, baby, now, take me into your lovin' arms
Kiss me under the light of a thousand stars
Place your head on my beatin' heart, I'm thinkin' out loud
And maybe we found love right where we are, oh-oh

[Bridge]
Lo-lo-lo, lo-lo-lo
Lo-lo-lo, lo-lo-lo, love

[Chorus]
So baby, now, take me into your lovin' arms
And kiss me under the light of a thousand stars, oh, darlin'
Place your head on my beatin' heart, I'm thinkin' out loud
That maybe we found love right where we are
Oh, maybe we found love right where we are
And we found love right where we are876Embed"
